ga_rank,ga_cand_id,ga_score,ga_fit,suit_val,area_m2,dist_gs_m,dist_gl_m,x,y
1,3,0.8300198443570483,0.8292316164704396,400,,1655.044424593253,58.058288643797844,369056.14080890175,4296045.514239257
