ga_rank,ga_cand_id,ga_score,ga_fit,suit_val,area_m2,dist_gs_m,dist_gl_m,x,y
1,3,0.8300198443570483,0.8292316164704396,400,20202131.685376562,1655.044424593253,58.058288643797844,369056.14080890175,4296045.514239257
2,8,0.828443388583831,0.8292316164704396,400,20202131.685376562,2246.9693837678733,13.557420193128445,375175.82460873295,4306718.75340621
